race_number,fav_horse_id,fav_odds,fav_finish,won,user_pnl_after,bankroll_after
3528,8,1.79,1,1,-9457.00,18457.00
3529,4,4.14,4,0,-9557.00,18557.00
3530,8,4.53,7,0,-9657.00,18657.00
3531,4,4.68,5,0,-9757.00,18757.00
3532,8,3.24,2,0,-9857.00,18857.00
3533,12,4.07,5,0,-9957.00,18957.00
3534,16,1.54,1,1,-9903.00,18903.00
3535,3,3.61,4,0,-10003.00,19003.00
3536,8,3.47,3,0,-10103.00,19103.00
3537,12,5.06,3,0,-10203.00,19203.00
3538,8,3.61,3,0,-10303.00,19303.00
3539,3,3.85,6,0,-10403.00,19403.00
3540,4,4.68,8,0,-10503.00,19503.00
3541,8,2.67,1,1,-10336.00,19336.00
3542,8,2.45,3,0,-10436.00,19436.00
3543,8,2.73,1,1,-10263.00,19263.00
3544,12,3.65,2,0,-10363.00,19363.00
3545,14,2.71,4,0,-10463.00,19463.00
3546,14,3.15,8,0,-10563.00,19563.00
3547,16,2.92,3,0,-10663.00,19663.00
3548,12,3.04,5,0,-10763.00,19763.00
3549,3,2.75,1,1,-10588.00,19588.00
3550,1,2.36,1,1,-10452.00,19452.00
3551,8,1.89,1,1,-10363.00,19363.00
3552,1,2.33,1,1,-10230.00,19230.00
3553,3,4.03,7,0,-10330.00,19330.00
3554,14,4.27,3,0,-10430.00,19430.00
3555,8,2.95,1,1,-10235.00,19235.00
3556,8,3.75,4,0,-10335.00,19335.00
3557,16,3.26,5,0,-10435.00,19435.00
3558,1,2.00,2,0,-10535.00,19535.00
3559,16,2.67,2,0,-10635.00,19635.00
3560,14,4.06,1,1,-10329.00,19329.00
3561,4,2.28,1,1,-10201.00,19201.00
3562,14,3.13,3,0,-10301.00,19301.00
3563,16,2.05,2,0,-10401.00,19401.00
3564,8,1.79,2,0,-10501.00,19501.00
3565,14,2.80,5,0,-10601.00,19601.00
3566,16,2.00,3,0,-10701.00,19701.00
3567,3,2.94,6,0,-10801.00,19801.00
3568,16,2.56,6,0,-10901.00,19901.00
3569,16,2.38,2,0,-11001.00,20001.00
3570,4,4.56,1,1,-10645.00,19645.00
3571,12,4.12,3,0,-10745.00,19745.00
3572,3,4.34,5,0,-10845.00,19845.00
3573,4,2.55,2,0,-10945.00,19945.00
3574,16,3.42,3,0,-11045.00,20045.00
3575,3,4.05,2,0,-11145.00,20145.00
3576,14,3.50,3,0,-11245.00,20245.00
3577,14,3.43,2,0,-11345.00,20345.00
3578,16,3.22,7,0,-11445.00,20445.00
3579,14,3.68,1,1,-11177.00,20177.00
3580,14,3.09,4,0,-11277.00,20277.00
3581,16,3.49,6,0,-11377.00,20377.00
3582,12,2.60,4,0,-11477.00,20477.00
3583,16,1.93,3,0,-11577.00,20577.00
3584,14,2.27,2,0,-11677.00,20677.00
3585,14,3.00,6,0,-11777.00,20777.00
3586,16,2.77,2,0,-11877.00,20877.00
3587,16,2.09,4,0,-11977.00,20977.00
3588,4,2.78,5,0,-12077.00,21077.00
3589,14,3.26,6,0,-12177.00,21177.00
3590,16,2.60,3,0,-12277.00,21277.00
3591,16,2.96,5,0,-12377.00,21377.00
3592,16,2.91,2,0,-12477.00,21477.00
3593,8,2.42,6,0,-12577.00,21577.00
3594,8,3.33,3,0,-12677.00,21677.00
3595,4,3.60,1,1,-12417.00,21417.00
3596,4,4.39,5,0,-12517.00,21517.00
3597,4,3.73,2,0,-12617.00,21617.00
3598,12,5.03,3,0,-12717.00,21717.00
3599,14,3.42,4,0,-12817.00,21817.00
3600,16,4.92,5,0,-12917.00,21917.00
3601,3,3.03,2,0,-13017.00,22017.00
3602,16,2.68,5,0,-13117.00,22117.00
3603,16,2.19,2,0,-13217.00,22217.00
3604,3,2.93,1,1,-13024.00,22024.00
3605,14,3.39,3,0,-13124.00,22124.00
3606,16,4.16,3,0,-13224.00,22224.00
3607,16,3.17,2,0,-13324.00,22324.00
3608,14,2.93,1,1,-13131.00,22131.00
3609,12,3.49,3,0,-13231.00,22231.00
3610,16,2.73,1,1,-13058.00,22058.00
3611,14,2.81,4,0,-13158.00,22158.00
3612,8,2.24,1,1,-13034.00,22034.00
3613,16,3.52,3,0,-13134.00,22134.00
3614,14,3.53,7,0,-13234.00,22234.00
3615,16,4.53,8,0,-13334.00,22334.00
3616,4,3.64,4,0,-13434.00,22434.00
3617,12,4.16,4,0,-13534.00,22534.00
3618,14,2.50,8,0,-13634.00,22634.00
3619,8,3.46,2,0,-13734.00,22734.00
3620,8,2.56,1,1,-13578.00,22578.00
3621,4,4.31,2,0,-13678.00,22678.00
3622,3,4.44,5,0,-13778.00,22778.00
3623,8,2.54,1,1,-13624.00,22624.00
3624,16,1.85,3,0,-13724.00,22724.00
3625,16,1.44,2,0,-13824.00,22824.00
3626,8,3.07,4,0,-13924.00,22924.00
3627,12,1.60,1,1,-13864.00,22864.00
3628,14,3.10,1,1,-13654.00,22654.00
3629,14,4.15,6,0,-13754.00,22754.00
3630,8,1.86,1,1,-13668.00,22668.00
3631,14,1.86,6,0,-13768.00,22768.00
3632,4,3.55,3,0,-13868.00,22868.00
3633,16,2.29,2,0,-13968.00,22968.00
3634,3,3.27,3,0,-14068.00,23068.00
3635,16,2.55,1,1,-13913.00,22913.00
3636,16,2.70,3,0,-14013.00,23013.00
3637,3,2.76,5,0,-14113.00,23113.00
3638,16,2.62,7,0,-14213.00,23213.00
3639,8,3.70,1,1,-13943.00,22943.00
3640,8,2.18,1,1,-13825.00,22825.00
3641,16,2.47,3,0,-13925.00,22925.00
3642,14,2.80,4,0,-14025.00,23025.00
3643,4,2.64,1,1,-13861.00,22861.00
3644,16,1.92,1,1,-13769.00,22769.00
3645,12,4.11,2,0,-13869.00,22869.00
3646,8,2.58,4,0,-13969.00,22969.00
3647,14,2.75,2,0,-14069.00,23069.00
3648,14,3.12,1,1,-13857.00,22857.00
3649,14,3.05,1,1,-13652.00,22652.00
3650,1,2.11,2,0,-13752.00,22752.00
3651,16,2.32,4,0,-13852.00,22852.00
3652,14,3.97,1,1,-13555.00,22555.00
3653,4,2.04,1,1,-13451.00,22451.00
3654,16,2.56,1,1,-13295.00,22295.00
3655,3,3.22,3,0,-13395.00,22395.00
3656,14,2.92,5,0,-13495.00,22495.00
3657,8,3.83,1,1,-13212.00,22212.00
3658,3,2.80,1,1,-13032.00,22032.00
3659,16,1.94,1,1,-12938.00,21938.00
3660,16,2.51,6,0,-13038.00,22038.00
3661,14,3.41,2,0,-13138.00,22138.00
3662,14,3.24,1,1,-12914.00,21914.00
3663,16,1.81,1,1,-12833.00,21833.00
3664,3,4.02,3,0,-12933.00,21933.00
3665,14,3.63,3,0,-13033.00,22033.00
3666,12,2.60,1,1,-12873.00,21873.00
3667,3,2.89,1,1,-12684.00,21684.00
3668,16,1.49,1,1,-12635.00,21635.00
3669,14,3.26,2,0,-12735.00,21735.00
3670,14,2.40,1,1,-12595.00,21595.00
3671,1,3.52,3,0,-12695.00,21695.00
3672,16,2.76,2,0,-12795.00,21795.00
3673,12,2.00,1,1,-12695.00,21695.00
3674,16,2.57,8,0,-12795.00,21795.00
3675,1,3.76,3,0,-12895.00,21895.00
3676,1,2.03,1,1,-12792.00,21792.00
3677,12,3.39,2,0,-12892.00,21892.00
3678,3,2.78,2,0,-12992.00,21992.00
3679,12,2.42,2,0,-13092.00,22092.00
3680,8,2.43,1,1,-12949.00,21949.00
3681,14,3.60,8,0,-13049.00,22049.00
3682,16,2.03,2,0,-13149.00,22149.00
3683,12,3.10,1,1,-12939.00,21939.00
3684,14,3.95,1,1,-12644.00,21644.00
3685,16,2.01,1,1,-12543.00,21543.00
3686,4,3.12,5,0,-12643.00,21643.00
3687,16,4.63,3,0,-12743.00,21743.00
3688,3,3.69,4,0,-12843.00,21843.00
3689,14,2.74,2,0,-12943.00,21943.00
3690,16,4.45,7,0,-13043.00,22043.00
3691,1,4.23,6,0,-13143.00,22143.00
3692,8,2.51,8,0,-13243.00,22243.00
3693,3,3.59,1,1,-12984.00,21984.00
3694,16,2.74,2,0,-13084.00,22084.00
3695,14,3.81,8,0,-13184.00,22184.00
3696,14,3.19,3,0,-13284.00,22284.00
3697,3,4.00,3,0,-13384.00,22384.00
3698,14,3.04,7,0,-13484.00,22484.00
3699,14,3.59,2,0,-13584.00,22584.00
3700,4,2.75,4,0,-13684.00,22684.00
3701,8,3.57,7,0,-13784.00,22784.00
3702,3,1.99,3,0,-13884.00,22884.00
3703,14,3.43,8,0,-13984.00,22984.00
3704,3,2.48,2,0,-14084.00,23084.00
3705,8,2.45,5,0,-14184.00,23184.00
3706,3,3.44,4,0,-14284.00,23284.00
3707,14,3.79,8,0,-14384.00,23384.00
3708,14,2.26,1,1,-14258.00,23258.00
3709,16,2.81,5,0,-14358.00,23358.00
3710,3,3.59,2,0,-14458.00,23458.00
3711,4,4.50,7,0,-14558.00,23558.00
3712,16,2.53,1,1,-14405.00,23405.00
3713,14,3.70,4,0,-14505.00,23505.00
3714,1,4.00,5,0,-14605.00,23605.00
3715,8,3.07,1,1,-14398.00,23398.00
3716,14,3.82,4,0,-14498.00,23498.00
3717,16,2.63,4,0,-14598.00,23598.00
3718,14,2.37,1,1,-14461.00,23461.00
3719,14,2.32,5,0,-14561.00,23561.00
3720,3,3.11,2,0,-14661.00,23661.00
3721,16,2.37,6,0,-14761.00,23761.00
3722,16,1.79,1,1,-14682.00,23682.00
3723,4,3.13,8,0,-14782.00,23782.00
3724,8,2.08,1,1,-14674.00,23674.00
3725,16,2.05,2,0,-14774.00,23774.00
3726,8,2.54,1,1,-14620.00,23620.00
3727,14,3.15,6,0,-14720.00,23720.00
3728,16,4.69,5,0,-14820.00,23820.00
3729,1,4.12,1,1,-14508.00,23508.00
3730,14,3.64,6,0,-14608.00,23608.00
3731,16,2.76,2,0,-14708.00,23708.00
3732,8,2.46,2,0,-14808.00,23808.00
3733,3,3.20,1,1,-14588.00,23588.00
3734,3,3.46,1,1,-14342.00,23342.00
3735,14,4.14,4,0,-14442.00,23442.00
3736,3,3.54,5,0,-14542.00,23542.00
3737,16,3.65,1,1,-14277.00,23277.00
3738,8,2.43,1,1,-14134.00,23134.00
3739,3,2.65,7,0,-14234.00,23234.00
3740,16,3.18,5,0,-14334.00,23334.00
3741,16,5.08,4,0,-14434.00,23434.00
3742,3,3.61,6,0,-14534.00,23534.00
3743,8,2.25,3,0,-14634.00,23634.00
3744,8,2.09,1,1,-14525.00,23525.00
3745,16,3.10,2,0,-14625.00,23625.00
3746,14,3.33,7,0,-14725.00,23725.00
3747,14,3.48,1,1,-14477.00,23477.00
3748,12,3.49,4,0,-14577.00,23577.00
3749,16,1.46,7,0,-14677.00,23677.00
3750,8,4.83,1,1,-14294.00,23294.00
3751,14,3.51,1,1,-14043.00,23043.00
3752,16,1.30,1,1,-14013.00,23013.00
3753,8,1.88,1,1,-13925.00,22925.00
3754,14,2.78,1,1,-13747.00,22747.00
3755,12,2.52,3,0,-13847.00,22847.00
3756,3,3.87,3,0,-13947.00,22947.00
3757,3,2.67,5,0,-14047.00,23047.00
3758,3,3.41,2,0,-14147.00,23147.00
3759,3,1.97,1,1,-14050.00,23050.00
3760,14,3.46,2,0,-14150.00,23150.00
3761,14,2.55,1,1,-13995.00,22995.00
3762,14,2.18,1,1,-13877.00,22877.00
3763,3,3.65,1,1,-13612.00,22612.00
3764,16,2.05,1,1,-13507.00,22507.00
3765,8,3.22,5,0,-13607.00,22607.00
3766,16,4.38,4,0,-13707.00,22707.00
3767,16,2.66,1,1,-13541.00,22541.00
3768,16,2.72,2,0,-13641.00,22641.00
3769,3,3.22,1,1,-13419.00,22419.00
3770,4,3.51,2,0,-13519.00,22519.00
3771,3,2.57,8,0,-13619.00,22619.00
3772,16,2.19,1,1,-13500.00,22500.00
3773,14,2.62,8,0,-13600.00,22600.00
3774,12,1.39,2,0,-13700.00,22700.00
3775,16,2.51,1,1,-13549.00,22549.00
3776,14,3.16,2,0,-13649.00,22649.00
3777,16,3.30,3,0,-13749.00,22749.00
3778,16,2.16,4,0,-13849.00,22849.00
3779,4,2.39,2,0,-13949.00,22949.00
3780,12,2.38,1,1,-13811.00,22811.00
3781,14,3.07,6,0,-13911.00,22911.00
3782,14,3.40,2,0,-14011.00,23011.00
3783,16,1.80,3,0,-14111.00,23111.00
3784,1,2.87,1,1,-13924.00,22924.00
3785,16,1.78,2,0,-14024.00,23024.00
3786,16,2.32,2,0,-14124.00,23124.00
3787,16,2.46,1,1,-13978.00,22978.00
3788,14,2.92,1,1,-13786.00,22786.00
3789,8,1.88,2,0,-13886.00,22886.00
3790,16,2.67,3,0,-13986.00,22986.00
3791,3,3.13,1,1,-13773.00,22773.00
3792,8,1.76,1,1,-13697.00,22697.00
3793,3,3.15,8,0,-13797.00,22797.00
3794,14,2.92,3,0,-13897.00,22897.00
3795,14,3.49,5,0,-13997.00,22997.00
3796,4,2.91,6,0,-14097.00,23097.00
3797,4,2.35,4,0,-14197.00,23197.00
3798,14,3.70,2,0,-14297.00,23297.00
3799,16,2.04,5,0,-14397.00,23397.00
3800,12,1.82,8,0,-14497.00,23497.00
3801,3,3.33,3,0,-14597.00,23597.00
3802,14,2.74,1,1,-14423.00,23423.00
3803,14,2.58,2,0,-14523.00,23523.00
3804,3,3.06,8,0,-14623.00,23623.00
3805,3,3.70,4,0,-14723.00,23723.00
3806,16,2.52,5,0,-14823.00,23823.00
3807,8,2.51,4,0,-14923.00,23923.00
3808,12,4.53,2,0,-15023.00,24023.00
3809,14,3.44,5,0,-15123.00,24123.00
3810,16,2.87,2,0,-15223.00,24223.00
3811,4,4.12,5,0,-15323.00,24323.00
3812,16,3.06,2,0,-15423.00,24423.00
3813,4,2.49,1,1,-15274.00,24274.00
3814,8,2.80,1,1,-15094.00,24094.00
3815,14,2.99,2,0,-15194.00,24194.00
3816,14,3.70,1,1,-14924.00,23924.00
3817,3,3.88,1,1,-14636.00,23636.00
3818,16,2.32,6,0,-14736.00,23736.00
3819,1,4.03,1,1,-14433.00,23433.00
3820,16,3.17,5,0,-14533.00,23533.00
3821,14,3.33,1,1,-14300.00,23300.00
3822,3,2.65,3,0,-14400.00,23400.00
3823,14,2.62,2,0,-14500.00,23500.00
3824,14,3.46,1,1,-14254.00,23254.00
3825,4,3.88,2,0,-14354.00,23354.00
3826,16,3.51,7,0,-14454.00,23454.00
3827,12,1.81,2,0,-14554.00,23554.00
3828,4,3.55,1,1,-14299.00,23299.00
3829,14,2.75,1,1,-14124.00,23124.00
3830,14,3.14,3,0,-14224.00,23224.00
3831,16,2.39,2,0,-14324.00,23324.00
3832,1,1.42,1,1,-14282.00,23282.00
3833,3,3.18,2,0,-14382.00,23382.00
3834,14,2.80,4,0,-14482.00,23482.00
3835,12,4.91,5,0,-14582.00,23582.00
3836,4,1.96,2,0,-14682.00,23682.00
3837,14,3.17,2,0,-14782.00,23782.00
3838,4,2.17,1,1,-14665.00,23665.00
3839,1,2.97,2,0,-14765.00,23765.00
3840,16,2.32,7,0,-14865.00,23865.00
3841,14,3.38,1,1,-14627.00,23627.00
3842,14,3.64,3,0,-14727.00,23727.00
3843,14,3.95,1,1,-14432.00,23432.00
3844,4,2.43,1,1,-14289.00,23289.00
3845,16,1.63,1,1,-14226.00,23226.00
3846,3,2.95,1,1,-14031.00,23031.00
3847,4,1.62,2,0,-14131.00,23131.00
3848,4,2.71,3,0,-14231.00,23231.00
3849,14,3.98,8,0,-14331.00,23331.00
3850,16,2.17,2,0,-14431.00,23431.00
3851,16,2.09,2,0,-14531.00,23531.00
3852,16,2.49,2,0,-14631.00,23631.00
3853,14,3.42,6,0,-14731.00,23731.00
3854,16,2.63,2,0,-14831.00,23831.00
3855,8,2.56,1,1,-14675.00,23675.00
3856,4,2.64,3,0,-14775.00,23775.00
3857,3,3.17,7,0,-14875.00,23875.00
3858,8,2.31,2,0,-14975.00,23975.00
3859,9,5.55,1,1,-14520.00,23520.00
3860,4,2.43,2,0,-14620.00,23620.00
3861,8,2.06,3,0,-14720.00,23720.00
3862,16,2.52,6,0,-14820.00,23820.00
3863,3,2.75,1,1,-14645.00,23645.00
3864,8,2.06,1,1,-14539.00,23539.00
3865,16,3.17,2,0,-14639.00,23639.00
3866,3,2.21,2,0,-14739.00,23739.00
3867,8,2.79,2,0,-14839.00,23839.00
3868,16,2.51,6,0,-14939.00,23939.00
3869,14,3.21,1,1,-14718.00,23718.00
3870,16,2.23,1,1,-14595.00,23595.00
3871,14,3.41,7,0,-14695.00,23695.00
3872,16,2.55,1,1,-14540.00,23540.00
3873,14,3.77,6,0,-14640.00,23640.00
3874,14,3.17,3,0,-14740.00,23740.00
3875,16,2.37,1,1,-14603.00,23603.00
3876,8,3.43,4,0,-14703.00,23703.00
3877,16,2.26,1,1,-14577.00,23577.00
3878,14,2.96,6,0,-14677.00,23677.00
3879,16,2.71,3,0,-14777.00,23777.00
3880,8,2.70,2,0,-14877.00,23877.00
3881,16,2.83,1,1,-14694.00,23694.00
3882,8,2.98,4,0,-14794.00,23794.00
3883,3,2.62,1,1,-14632.00,23632.00
3884,8,2.66,4,0,-14732.00,23732.00
3885,8,2.94,1,1,-14538.00,23538.00
3886,16,1.98,1,1,-14440.00,23440.00
3887,16,2.72,1,1,-14268.00,23268.00
3888,8,1.79,1,1,-14189.00,23189.00
3889,16,2.40,2,0,-14289.00,23289.00
3890,14,3.95,3,0,-14389.00,23389.00
3891,16,2.51,1,1,-14238.00,23238.00
3892,8,3.11,2,0,-14338.00,23338.00
3893,3,2.92,3,0,-14438.00,23438.00
3894,16,1.99,1,1,-14339.00,23339.00
3895,3,2.94,3,0,-14439.00,23439.00
3896,16,2.77,1,1,-14262.00,23262.00
3897,8,4.63,2,0,-14362.00,23362.00
3898,4,2.43,1,1,-14219.00,23219.00
3899,16,2.20,5,0,-14319.00,23319.00
3900,1,3.44,4,0,-14419.00,23419.00
3901,8,3.03,1,1,-14216.00,23216.00
3902,8,2.15,1,1,-14101.00,23101.00
3903,12,1.48,1,1,-14053.00,23053.00
3904,8,3.40,6,0,-14153.00,23153.00
3905,14,3.79,1,1,-13874.00,22874.00
3906,16,2.50,2,0,-13974.00,22974.00
3907,4,4.14,6,0,-14074.00,23074.00
3908,14,2.18,3,0,-14174.00,23174.00
3909,16,1.85,1,1,-14089.00,23089.00
3910,14,3.65,3,0,-14189.00,23189.00
3911,14,3.55,5,0,-14289.00,23289.00
3912,8,2.87,2,0,-14389.00,23389.00
3913,8,2.50,3,0,-14489.00,23489.00
3914,14,3.45,3,0,-14589.00,23589.00
3915,1,2.23,2,0,-14689.00,23689.00
3916,8,2.20,2,0,-14789.00,23789.00
3917,1,2.12,1,1,-14677.00,23677.00
3918,3,2.80,3,0,-14777.00,23777.00
3919,16,2.77,6,0,-14877.00,23877.00
3920,14,3.84,3,0,-14977.00,23977.00
3921,8,1.35,1,1,-14942.00,23942.00
3922,16,2.15,2,0,-15042.00,24042.00
3923,14,4.79,5,0,-15142.00,24142.00
3924,8,2.45,4,0,-15242.00,24242.00
3925,16,2.70,6,0,-15342.00,24342.00
3926,4,1.73,1,1,-15269.00,24269.00
3927,3,4.05,4,0,-15369.00,24369.00
3928,8,3.48,2,0,-15469.00,24469.00
3929,16,2.93,2,0,-15569.00,24569.00
3930,16,1.93,2,0,-15669.00,24669.00
3931,3,2.51,3,0,-15769.00,24769.00
3932,16,2.37,1,1,-15632.00,24632.00
3933,14,3.25,1,1,-15407.00,24407.00
3934,3,2.86,3,0,-15507.00,24507.00
3935,14,2.72,5,0,-15607.00,24607.00
3936,14,3.50,1,1,-15357.00,24357.00
3937,14,3.98,6,0,-15457.00,24457.00
3939,16,2.01,2,0,-15557.00,24557.00
3940,14,3.33,4,0,-15657.00,24657.00
3941,3,3.37,2,0,-15757.00,24757.00
3942,3,4.12,2,0,-15857.00,24857.00
3943,4,3.63,4,0,-15957.00,24957.00
3944,16,2.41,2,0,-16057.00,25057.00
3945,14,3.55,8,0,-16157.00,25157.00
3946,16,4.43,8,0,-16257.00,25257.00
3947,14,2.92,8,0,-16357.00,25357.00
3948,12,3.01,4,0,-16457.00,25457.00
3949,8,2.26,4,0,-16557.00,25557.00
3952,16,1.74,2,0,-16657.00,25657.00
3953,3,2.73,1,1,-16484.00,25484.00
3954,8,2.64,1,1,-16320.00,25320.00
